6.13092,5.15311,584.29736,-9.37292,10.89481,0.05254
5.97162,5.41418,584.29028,-9.37292,10.89481,0.04348
6.01742,5.15244,584.64836,-9.1767,10.8266,0.02258
6.4242,5.22535,585.37477,-9.04475,10.82413,0.0927
6.07474,5.50664,585.04604,-8.84859,10.75641,-0.03526
5.94928,5.6547,585.01652,-8.71934,10.75709,-0.06578
6.29656,5.80186,584.30934,-8.72004,10.62491,0.01114
5.99285,5.65283,584.31625,-8.45891,10.62362,0.09331
5.79214,6.49598,583.92386,-8.39464,10.55787,0.1032
5.74493,5.94366,582.87779,-8.33043,10.49261,0.14941
5.80414,6.23796,582.87459,-8.33043,10.49261,0.05294
5.95128,6.27806,582.49365,-8.26616,10.42686,-0.05498
5.9205,5.97841,582.1949,-8.20126,10.49378,0.07182
5.94701,6.31992,582.52849,-8.26616,10.42686,0.07311
5.92256,6.16515,582.4962,-8.26553,10.55952,0.14263
5.91853,5.93982,582.53727,-8.13428,10.42488,0.06402
5.89726,6.08236,582.88668,-8.19856,10.49063,-0.00837
6.26161,5.98046,582.87172,-8.33043,10.49261,0.17744
6.13341,6.17917,582.4843,-8.39541,10.42617,0.24185
6.10013,5.84433,583.63022,-8.32836,10.35679,0.26162
6.41212,5.772,583.23648,-8.39333,10.29036,0.1603
6.13923,5.4431,583.94897,-8.52251,10.28919,0.05258
6.1952,5.6307,584.3397,-8.58741,10.22227,0.15953
5.90116,5.69317,585.09054,-8.58471,10.21912,0.17825
5.8311,5.33509,584.72159,-8.78156,10.15467,0.12065
5.80223,5.53868,584.32089,-8.97979,10.35821,0.28235
5.90078,5.42691,583.63158,-8.98049,10.22603,0.26062
5.53239,5.68531,583.24071,-9.17671,10.29424,0.15267
5.77565,5.17816,583.25805,-9.30659,10.16089,0.22947
5.7227,5.43571,583.28406,-9.43646,10.02754,0.14946
5.70762,5.21922,583.62129,-9.50074,10.09328,0.17982
5.43851,5.22783,583.94741,-9.56564,10.02637,0.17173
5.18247,5.56664,583.25289,-9.82746,9.89548,0.14251
5.42329,5.60963,583.96134,-9.95664,9.89431,0.07333
5.57787,5.46716,583.95848,-10.08652,9.76096,0.11115
5.59968,5.25701,584.37411,-10.28129,9.56069,0.23865
5.61176,5.04289,583.98726,-10.34626,9.49425,0.18066
6.18465,4.83746,583.64079,-10.54312,9.4298,0.22892
6.12899,4.83911,582.94122,-10.67306,9.29693,0.21896
5.95887,4.59396,583.26886,-10.86984,9.23199,0.17844
6.23375,4.08737,582.93239,-10.93482,9.16556,0.20955
6.09955,3.90134,583.28339,-11.12897,9.09796,0.19746
5.79132,3.79143,583.63263,-11.19324,9.1637,0.11861
6.44059,3.98861,584.04114,-11.25614,8.96146,0.16987
5.95648,3.61823,584.36819,-11.32304,9.02987,0.29785
6.25959,3.4097,584.06408,-11.38864,8.83077,0.31505
5.96428,3.37536,583.6848,-11.45361,8.76434,0.22815
6.28039,3.05363,583.69201,-11.58349,8.63099,0.23613
6.81915,3.24323,584.41443,-11.58141,8.49517,0.23751
6.59858,2.95167,584.4038,-11.58204,8.36251,0.27458
6.30228,3.02879,584.08319,-11.51513,8.2941,0.29698
6.40641,3.50105,584.43224,-11.58003,8.22718,0.2662
6.7131,3.39554,584.82868,-11.51306,8.15828,0.23831
6.82823,3.25525,584.82024,-11.51368,8.02562,0.2865
7.19139,3.44249,584.04204,-11.3845,8.02679,0.27635
6.9935,3.52139,583.72034,-11.44948,7.96035,0.31017
6.86343,3.87699,583.35808,-11.3852,7.89461,0.19628
7.4274,3.075,582.29715,-11.45288,7.83132,0.1927
7.37168,3.22663,582.64838,-11.51715,7.89707,0.28413
7.33222,3.67191,581.87755,-11.51923,8.03288,0.19642
7.13356,3.18259,581.92065,-11.51923,8.03288,0.18392
7.06856,3.44986,582.2828,-11.58213,7.83063,0.28458
6.49604,3.39624,581.90039,-11.64848,8.0322,0.11432
6.82498,3.41407,581.90752,-11.78036,8.03417,0.12949
6.40295,3.59094,582.64968,-11.77766,8.03103,0.28417
6.50774,3.58429,583.00189,-11.71268,8.09746,0.25383
6.56028,3.47302,582.65171,-11.77966,8.16636,0.15498
6.5464,3.18364,583.01155,-11.97581,8.23408,0.14472
6.24206,3.27002,583.3424,-12.03809,8.1645,0.28801
6.58292,3.3404,583.32928,-12.16934,8.29914,0.31534
6.76519,2.72334,583.70764,-12.23424,8.23223,0.32439
6.76369,3.08993,584.05623,-12.29852,8.29797,0.28558
6.70723,2.5799,584.40822,-12.49467,8.3657,0.38414
6.56294,3.01802,584.03535,-12.55964,8.29927,0.35439
6.20125,2.50549,584.79369,-12.68882,8.2981,0.16666
6.65117,2.40049,584.45478,-12.62454,8.23235,0.27404
6.35463,2.43782,584.41351,-12.75379,8.23166,0.24338
6.37437,2.8069,584.02368,-12.82077,8.30056,0.21614
6.4606,2.95598,583.66804,-12.7565,8.23481,0.22687
6.41067,2.88724,583.66937,-12.7565,8.23481,0.06886
6.28479,3.39945,582.96256,-12.88845,8.23727,0.22588
6.70249,3.06202,582.26021,-12.88852,8.23776,0.05655
6.73948,2.78312,582.26486,-12.88914,8.10509,0.04821
6.67547,2.45535,582.9597,-13.01832,8.10392,0.21487
6.66157,2.67379,581.91022,-12.95612,8.17399,0.1382
6.36259,2.81841,582.59225,-13.0853,8.17282,0.03742
6.32276,2.97484,582.22957,-13.0204,8.23974,0.22807
6.46499,2.38411,582.60483,-13.0853,8.17282,0.097
6.4266,2.425,582.97861,-13.1502,8.1059,0.15595
6.69015,2.27183,583.71903,-13.1475,8.10275,0.16629
6.2015,2.34392,584.0461,-13.2124,8.03584,0.03716
6.75904,2.4579,584.04249,-13.21177,8.1685,0.27406
6.37184,2.60896,583.6515,-13.1475,8.10275,0.27558
6.33741,2.59903,584.02854,-13.08252,8.16919,0.1271
6.32116,2.92457,584.01867,-13.08252,8.16919,0.09575
6.41304,2.63022,583.66148,-13.01762,8.2361,0.07853
6.39938,3.14851,583.28937,-12.95272,8.30302,0.21798
6.313,2.63596,583.69181,-13.01762,8.2361,0.12905
6.33772,2.89685,582.56483,-12.95542,8.30617,0.07075
6.26306,2.4734,583.31411,-12.82285,8.43637,0.06804
5.9325,2.68731,584.06136,-12.82277,8.43589,0.06778
6.03987,3.08489,584.7547,-12.82208,8.56807,0.0279
5.86276,2.86868,584.03892,-12.6929,8.56924,-0.01873
5.90768,2.82734,583.30066,-12.69297,8.56972,0.15514
6.29232,3.1201,583.31087,-12.56372,8.57041,0.10593
6.0318,3.11447,583.29697,-12.5631,8.70307,0.15675
5.80165,3.1547,582.9352,-12.49882,8.63733,0.28466
6.02735,3.56137,582.96197,-12.36757,8.50268,0.28645
5.50406,3.59258,581.86971,-12.30537,8.57275,0.15801
5.65973,3.76632,582.24184,-12.10852,8.6372,0.16743
5.71822,3.80047,582.23324,-12.10852,8.6372,0.11937
5.45294,3.91123,582.20218,-12.10852,8.6372,0.15818
5.72998,3.9049,582.57088,-12.04355,8.70364,0.00928
5.97508,4.02503,582.92718,-11.97657,8.63474,0.18931
5.74988,4.15282,583.64926,-11.84462,8.63228,0.0483
5.71016,3.86099,583.30594,-11.77972,8.6992,0.29596
5.87355,4.63126,583.31162,-11.77972,8.6992,0.15934
5.70097,4.19319,583.63254,-11.71474,8.76563,0.19011
5.90213,4.48633,583.29647,-11.65047,8.69988,0.16909
5.68697,4.3357,583.6741,-11.71274,8.6303,0.24653
5.51613,4.18998,584.37956,-11.71267,8.62982,0.09932
5.94501,4.00205,584.03503,-11.64777,8.69673,0.04062
5.88688,4.15932,584.04973,-11.64839,8.56407,0.20966
5.3166,4.19123,584.06291,-11.64839,8.56407,0.12982
5.76949,4.45602,584.36611,-11.58404,8.49784,0.22917
5.74559,4.00828,584.05612,-11.64839,8.56407,0.12728
5.59566,4.6026,583.6653,-11.71336,8.49764,0.14111
6.1089,4.77862,583.64491,-11.58349,8.63099,0.19059
5.68218,4.86395,583.27706,-11.64909,8.43189,0.14117
5.76716,4.71862,583.29354,-11.64909,8.43189,0.20107
6.23462,5.15876,583.24156,-11.64909,8.43189,0.11107
5.80367,4.62222,583.64208,-11.84324,8.36428,0.26124
5.443,5.30157,583.25135,-11.77834,8.4312,0.12158
5.86447,5.052,582.9251,-11.84531,8.5001,0.25883
5.62705,5.20096,583.59092,-11.84324,8.36428,0.18159
6.1675,5.24347,583.61396,-11.97449,8.49893,0.21091
6.02579,5.2463,583.26363,-12.03946,8.43249,0.17057
6.0661,5.61676,583.23443,-12.17134,8.43447,0.151
5.75664,5.62629,583.56347,-12.23624,8.36756,0.17338
6.0528,5.28902,583.24339,-12.43247,8.43577,0.05243
6.01122,4.71294,583.60671,-12.62662,8.36816,0.20924
6.0038,4.57767,583.24288,-12.82347,8.30371,0.22994
5.98346,4.54192,584.33024,-12.88768,8.36897,0.13254
6.21086,4.15897,583.95191,-13.21378,8.30383,0.15184
6.24488,3.96677,584.33335,-13.27868,8.23691,0.12682
6.02714,3.52998,584.34763,-13.5398,8.23821,0.14911
6.23157,3.35448,584.01553,-13.60478,8.17177,0.28546
6.13151,3.00005,584.37304,-13.93081,8.10615,0.08173
6.14927,2.63226,585.10446,-13.92873,7.97033,0.1181
6.24852,3.0034,585.09071,-14.05798,7.96965,0.26528
6.54354,2.93949,584.69952,-14.12558,7.90588,0.1281
6.24284,2.94473,584.35557,-14.19056,7.83945,0.20694
6.10905,2.32132,583.66375,-14.19125,7.70726,0.19628
6.50156,2.28599,582.95479,-14.19133,7.70775,0.14782
6.3804,2.54235,582.59551,-14.2583,7.77664,0.20535
