
 7.24049,  7.22547, 790.05556,  5.47499,  7.68121, -0.16553
 7.46415,  7.30759, 789.63462,  5.41001,  7.61477, -0.14419
 7.80475,  7.35250, 789.30544,  5.34504,  7.54834, -0.12477
 7.60925,  7.46016, 789.32800,  5.34504,  7.54834, -0.16260
 7.49666,  6.98660, 788.61981,  5.34434,  7.41616, -0.02562
 7.42719,  6.95055, 788.25881,  5.27937,  7.34973, -0.07609
 7.60105,  6.55621, 788.99063,  5.15019,  7.34856, -0.06509
 7.65344,  6.36159, 789.01189,  5.02094,  7.34787, -0.04866
 7.25162,  6.33765, 788.63362,  4.95597,  7.28144, -0.00779
 7.38194,  6.63194, 789.35853,  4.95804,  7.14562, -0.06621
 6.89174,  6.62739, 789.69702,  4.89176,  7.34670, -0.01559
 7.36255,  6.08197, 790.09276,  4.95874,  7.27781,  0.09320
 7.01361,  6.40937, 789.71675,  4.89377,  7.21137, -0.00617
 7.06147,  6.26704, 789.67841,  4.76251,  7.34602,  0.00585
 6.94697,  6.04156, 789.74767,  4.89377,  7.21137,  0.16991
 7.01457,  5.85538, 790.43000,  4.89446,  7.34355,  0.05269
 6.85687,  5.75047, 790.45177,  4.89446,  7.34355,  0.20199
 6.85451,  5.41892, 790.47881,  4.89446,  7.34355,  0.10285
 6.90303,  5.55688, 790.47727,  4.89446,  7.34355,  0.10215
 6.92070,  5.30502, 790.15674,  4.95874,  7.27781,  0.07280
 6.94418,  5.45459, 790.09913,  4.95874,  7.27781,  0.16050
 6.97323,  5.45755, 789.40151,  4.95804,  7.14562,  0.15073
 6.73396,  5.01762, 789.38505,  4.95804,  7.14562,  0.25648
 6.68257,  5.05581, 789.04894,  5.02232,  7.07988,  0.23873
 7.14573,  4.72910, 789.78103,  5.02440,  6.94406,  0.18871
 6.83700,  4.73106, 789.76834,  5.02440,  6.94406,  0.28999
 6.70912,  4.62596, 789.42622,  4.95942,  6.87763,  0.18025
 7.09417,  4.76995, 789.05857,  5.02370,  6.81188,  0.16964
 6.72495,  4.87994, 789.44410,  5.09005,  6.61032,  0.24769
 6.89252,  4.73809, 789.10413,  5.02307,  6.67922,  0.24803
 7.06034,  4.99438, 789.42918,  5.09005,  6.61032,  0.28609
